Date,Gold_Close,USD_Close,avg_sentiment,news_count
2019-12-27,38978.0,96.92,0.009313333,15.0
2019-12-30,38823.0,96.74,0.034865,40.0
2019-12-31,38999.0,96.39,-0.034021569,51.0
2020-01-01,38938.0,96.39,-0.01617,10.0
2020-01-02,39220.0,96.85,-0.007868085,47.0
2020-01-03,39925.0,96.84,0.00477234,47.0
2020-01-06,40448.0,96.67,-0.089644444,45.0
2020-01-07,40635.0,97.0,-0.094703279,61.0
2020-01-08,40078.0,97.3,-0.012158904,73.0
2020-01-09,39806.0,97.45,-0.023044444,90.0
2020-01-10,39849.0,97.36,-0.045313115,61.0
2020-01-13,39541.0,97.34,-0.037055,60.0
2020-01-14,39443.0,97.37,-0.016928736,87.0
2020-01-15,39598.0,97.23,0.042490909,77.0
2020-01-16,39676.0,97.32,0.042616216,74.0
2020-01-17,39920.0,97.64,0.005949153,59.0
2020-01-20,39927.0,97.61,-0.065121429,42.0
2020-01-21,39892.0,97.53,-0.053245679,81.0
2020-01-22,39893.0,97.53,-0.042969307,101.0
2020-01-23,40255.0,97.69,-0.043161728,81.0
2020-01-24,40322.0,97.85,-0.029155357,56.0
2020-01-27,40557.0,97.96,-0.035751613,31.0
2020-01-28,40200.0,98.02,-0.026494048,84.0
2020-01-29,40321.0,97.99,-0.002570526,95.0
2020-01-30,40897.0,97.87,-0.008964646,99.0
2020-01-31,41012.0,97.39,-0.045957843,102.0
2020-02-03,40633.0,97.8,-0.04145463,108.0
2020-02-04,40056.0,97.96,0.004736634,101.0
2020-02-05,40213.0,98.3,0.043211688,77.0
2020-02-06,40287.0,98.5,-0.044652273,88.0
2020-02-07,40563.0,98.68,0.011485714,84.0
2020-02-10,40607.0,98.83,-0.061866154,65.0
2020-02-11,40353.0,98.72,0.012290278,72.0
2020-02-12,40427.0,99.05,0.029316867,83.0
2020-02-13,40580.0,99.07,-0.034521951,82.0
2020-02-14,40879.0,99.12,-0.045374324,74.0
2020-02-17,40686.0,99.0,-0.055133333,45.0
2020-02-18,41311.0,99.44,-0.040601563,64.0
2020-02-19,41463.0,99.71,-0.047204478,67.0
2020-02-20,41886.0,99.86,-0.004377586,58.0
2020-02-21,42511.0,99.26,0.032074359,39.0
2020-02-24,43456.0,99.36,-0.0508375,72.0
2020-02-25,42675.0,98.97,-0.052173077,104.0
2020-02-26,42349.0,99.0,-0.039652703,74.0
2020-02-27,42193.0,98.51,-0.0688875,88.0
2020-02-28,41763.0,98.13,-0.059216854,89.0
2020-03-02,42017.0,97.36,-0.01921236,89.0
2020-03-03,43100.0,97.15,-0.047653763,93.0
2020-03-04,43235.0,97.34,0.021210714,56.0
2020-03-05,43874.0,96.82,-0.073,95.0
2020-03-06,44098.0,95.95,-0.047600971,103.0
2020-03-09,44308.0,94.89,-0.151506494,77.0
2020-03-10,43694.0,96.41,-0.054602778,108.0
2020-03-11,43334.0,96.51,-0.077787129,101.0
2020-03-12,42217.0,97.47,-0.045267368,95.0
2020-03-13,40382.0,98.75,-0.175151261,119.0
2020-03-16,39548.0,98.07,-0.12491129,124.0
2020-03-17,40279.0,99.57,-0.064774306,144.0
2020-03-18,39764.0,101.16,-0.060336082,97.0
2020-03-19,39889.0,102.75,-0.08015241,166.0
2020-03-20,40419.0,102.82,-0.0592,137.0
2020-03-23,41317.0,102.49,-0.064466355,107.0
2020-03-24,41873.0,102.04,-0.044853763,93.0
2020-03-25,42713.0,101.05,-0.060187379,103.0
2020-03-26,43631.0,99.35,-0.02000463,108.0
2020-03-27,43590.0,98.36,-0.128898291,117.0
2020-03-30,43883.0,99.18,-0.059685882,85.0
2020-03-31,43225.0,99.05,-0.134021296,108.0
2020-04-01,43578.0,99.67,-0.08918961,77.0
2020-04-03,44298.0,100.58,-0.078621642,134.0
2020-04-07,45043.0,99.9,-0.046455714,70.0
2020-04-08,44944.0,100.12,-0.065135088,114.0
2020-04-09,45279.0,99.52,-0.056499038,104.0
2020-04-13,46270.0,99.35,-0.03429863,73.0
2020-04-15,46696.0,99.46,-0.068565546,119.0
2020-04-16,47203.0,100.03,0.002561386,101.0
2020-04-17,45855.0,99.78,-0.008101905,105.0
2020-04-20,45724.0,99.96,-0.053324691,81.0
2020-04-21,45383.0,100.26,-0.059173451,113.0
2020-04-22,46189.0,100.39,-0.035331783,129.0
2020-04-23,46475.0,100.43,-0.02443871,93.0
2020-04-24,46550.0,100.38,-0.032020619,97.0
2020-04-27,46353.0,100.04,-0.030717143,70.0
2020-04-28,46188.0,99.86,-0.026365789,76.0
2020-04-29,45439.0,99.57,-0.024662385,109.0
2020-04-30,44647.0,99.02,-0.034954444,90.0
2020-05-01,45251.0,99.08,-0.066589831,59.0
2020-05-04,45762.0,99.48,0.035,63.0
2020-05-05,45539.0,99.71,-0.029952055,73.0
2020-05-06,45387.0,100.09,-0.008365217,69.0
2020-05-07,46147.0,99.89,0.001023171,82.0
2020-05-08,45820.0,99.73,-0.106863934,61.0
2020-05-11,45785.0,100.24,-0.046029851,67.0
2020-05-12,45635.0,99.93,-0.05988427,89.0
2020-05-13,45983.0,100.24,-0.080291026,78.0
2020-05-14,46631.0,100.47,0.004864286,84.0
2020-05-15,47352.0,100.4,-0.032649153,59.0
2020-05-18,46652.0,99.67,0.043192453,53.0
2020-05-19,47036.0,99.37,-0.02495042,119.0
2020-05-20,47129.0,99.12,-0.022017073,82.0
2020-05-21,46417.0,99.37,-0.01238022,91.0
2020-05-22,47057.0,99.86,0.005637313,67.0
2020-05-25,46953.0,99.86,-0.018613636,44.0
2020-05-26,46393.0,98.91,-0.006904348,92.0
2020-05-27,46647.0,99.06,-0.01822381,84.0
2020-05-28,46474.0,98.38,-0.094113008,123.0
2020-05-29,46858.0,98.34,-0.012743182,44.0
2020-06-01,47018.0,97.83,-0.108226761,71.0
2020-06-02,46796.0,97.67,-0.009314667,75.0
2020-06-03,46203.0,97.28,-0.04531039,77.0
2020-06-04,46781.0,96.68,-0.012628037,107.0
2020-06-05,46346.0,96.94,0.004383871,62.0
2020-06-08,46110.0,96.62,-0.009695946,74.0
2020-06-09,46595.0,96.32,-0.06141746,63.0
2020-06-10,46629.0,95.96,-0.100307143,84.0
2020-06-11,47405.0,96.73,-0.076992222,90.0
2020-06-12,47325.0,97.32,-0.124949398,83.0
2020-06-15,46999.0,96.71,0.001701235,81.0
2020-06-16,47534.0,96.96,-0.0191,69.0
2020-06-17,47320.0,97.16,-0.025437349,83.0
2020-06-18,47328.0,97.42,-0.086272308,65.0
2020-06-19,47907.0,97.62,-0.040686154,65.0
2020-06-22,47912.0,97.04,-0.022560825,97.0
2020-06-23,48186.0,96.65,-0.028781333,75.0
2020-06-24,48105.0,97.15,-0.166368132,91.0
2020-06-25,47952.0,97.43,-0.013859794,97.0
2020-06-26,48363.0,97.43,-0.073635294,85.0
2020-06-29,48194.0,97.54,-0.028262338,77.0
2020-06-30,48861.0,97.39,-0.08535283,106.0
2020-07-01,48400.0,97.2,-0.032966667,99.0
2020-07-02,48437.0,97.32,-0.067364773,88.0
2020-07-03,48336.0,97.17,-0.102241667,48.0
2020-07-06,48247.0,96.72,0.042562162,74.0
2020-07-07,48796.0,96.88,-0.035335955,89.0
2020-07-08,49160.0,96.43,-0.051450602,83.0
2020-07-09,48896.0,96.7,-0.090029412,102.0
2020-07-10,48883.0,96.65,0.005203704,81.0
2020-07-13,49180.0,96.46,0.04769875,80.0
2020-07-14,49277.0,96.26,-0.029301802,111.0
2020-07-15,49182.0,96.08,0.00972605,119.0
2020-07-16,48811.0,96.35,-0.060970796,113.0
2020-07-17,49001.0,95.94,-0.042557353,68.0
2020-07-20,49067.0,95.83,-0.042557353,68.0
2020-07-21,49559.0,95.12,-0.042557353,68.0
2020-07-22,50115.0,94.99,-0.042557353,68.0
2020-07-23,50762.0,94.69,-0.042557353,68.0
2020-07-24,51120.0,94.43,-0.042557353,68.0
2020-07-27,52227.0,93.67,-0.042557353,68.0
2020-07-28,52731.0,93.7,-0.042557353,68.0
2020-07-29,53207.0,93.45,-0.042557353,68.0
2020-07-30,52986.0,93.02,-0.042557353,68.0
2020-07-31,53582.0,93.35,-0.042557353,68.0
2020-08-03,53927.0,93.54,-0.042557353,68.0
2020-08-04,54784.0,93.38,-0.042557353,68.0
2020-08-05,55597.0,92.87,-0.042557353,68.0
2020-08-06,56117.0,92.79,-0.042557353,68.0
2020-08-07,55018.0,93.43,-0.042557353,68.0
2020-08-10,55243.0,93.58,-0.042557353,68.0
2020-08-11,52144.0,93.63,-0.042557353,68.0
2020-08-12,52505.0,93.44,-0.042557353,68.0
2020-08-13,53148.0,93.33,-0.042557353,68.0
2020-08-14,52451.0,93.1,-0.042557353,68.0
2020-08-17,53435.0,92.85,-0.042557353,68.0
2020-08-18,53738.0,92.27,-0.042557353,68.0
2020-08-19,52824.0,92.89,-0.042557353,68.0
2020-08-20,52302.0,92.79,-0.042557353,68.0
2020-08-21,52045.0,93.25,-0.042557353,68.0
2020-08-24,51385.0,93.3,-0.042557353,68.0
2020-08-25,50936.0,93.02,-0.042557353,68.0
2020-08-26,51619.0,93.01,-0.042557353,68.0
2020-08-27,50507.0,93.0,-0.042557353,68.0
2020-08-28,51050.0,92.37,-0.042557353,68.0
2020-08-31,51099.0,92.14,-0.042557353,68.0
2020-09-01,51017.0,92.34,-0.042557353,68.0
2020-09-02,50577.0,92.85,-0.042557353,68.0
2020-09-03,50768.0,92.74,-0.042557353,68.0
2020-09-04,50728.0,92.72,-0.042557353,68.0
2020-09-07,51149.0,92.72,-0.042557353,68.0
2020-09-08,51433.0,93.44,-0.042557353,68.0
2020-09-09,51486.0,93.25,-0.042557353,68.0
2020-09-10,51832.0,93.34,-0.042557353,68.0
2020-09-11,51393.0,93.33,-0.042557353,68.0
2020-09-14,51759.0,93.05,-0.042557353,68.0
2020-09-15,51818.0,93.05,-0.042557353,68.0
2020-09-16,51876.0,93.21,-0.042557353,68.0
2020-09-17,51498.0,92.97,-0.042557353,68.0
2020-09-18,51764.0,92.93,-0.042557353,68.0
2020-09-21,50512.0,93.66,-0.042557353,68.0
2020-09-22,50454.0,93.99,-0.042557353,68.0
2020-09-23,49576.0,94.39,-0.042557353,68.0
2020-09-24,49959.0,94.35,-0.042557353,68.0
2020-09-25,49539.0,94.64,-0.042557353,68.0
2020-09-28,49928.0,94.28,-0.042557353,68.0
2020-09-29,50607.0,93.89,-0.042557353,68.0
2020-09-30,50232.0,93.89,-0.042557353,68.0
2020-10-01,50345.0,93.71,-0.042557353,68.0
2020-10-05,50809.0,93.51,-0.042557353,68.0
2020-10-06,50617.0,93.69,-0.042557353,68.0
2020-10-07,50133.0,93.63,-0.042557353,68.0
2020-10-08,50239.0,93.61,-0.042557353,68.0
2020-10-09,50872.0,93.06,-0.042557353,68.0
2020-10-12,51166.0,93.07,-0.042557353,68.0
2020-10-13,50306.0,93.53,-0.042557353,68.0
2020-10-14,50614.0,93.38,-0.042557353,68.0
2020-10-15,50775.0,93.86,-0.042557353,68.0
2020-10-16,50605.0,93.68,-0.042557353,68.0
2020-10-19,50751.0,93.43,-0.042557353,68.0
2020-10-20,50937.0,93.07,-0.042557353,68.0
2020-10-21,51313.0,92.61,-0.042557353,68.0
2020-10-22,50741.0,92.95,-0.042557353,68.0
2020-10-23,50820.0,92.77,-0.042557353,68.0
2020-10-26,50953.0,93.04,-0.042557353,68.0
2020-10-27,50984.0,92.94,-0.042557353,68.0
2020-10-28,50483.0,93.4,-0.042557353,68.0
2020-10-29,50276.0,93.96,-0.042557353,68.0
2020-10-30,50641.0,94.04,-0.042557353,68.0
2020-11-02,51032.0,94.13,-0.042557353,68.0
2020-11-03,51509.0,93.55,-0.042557353,68.0
2020-11-04,50829.0,93.41,-0.042557353,68.0
2020-11-05,51901.0,92.53,-0.042557353,68.0
2020-11-06,52190.0,92.23,-0.042557353,68.0
2020-11-09,49795.0,92.72,-0.042557353,68.0
2020-11-10,50561.0,92.75,-0.042557353,68.0
2020-11-11,50230.0,93.04,-0.042557353,68.0
2020-11-12,50652.0,92.96,0.31845,2.0
2020-11-13,50956.0,92.75,-0.0910666666666666,3.0
2020-11-16,50870.0,92.64,0.1807666666666666,3.0
2020-11-17,50806.0,92.42,0.21075,2.0
2020-11-18,50377.0,92.32,0.1053599999999999,5.0
2020-11-19,50063.0,92.29,0.0833333333333333,3.0
2020-11-20,50279.0,92.39,-0.017276923076923,13.0
2020-11-23,49555.0,92.5,-0.5574,1.0
2020-11-24,48683.0,92.23,0.5256,1.0
2020-11-25,48568.0,91.99,-0.3167,1.0
2020-11-26,48597.0,91.99,-0.3167,1.0
2020-11-27,48189.0,91.79,0.5719,1.0
2020-11-30,47898.0,91.87,0.2479666666666666,3.0
2020-12-01,48641.0,91.31,-0.0356166666666666,6.0
2020-12-02,48959.0,91.12,0.4559499999999999,2.0
2020-12-03,49061.0,90.71,0.1337333333333333,3.0
2020-12-04,49322.0,90.7,-0.0438333333333333,3.0
2020-12-07,49923.0,90.79,0.4939,1.0
2020-12-08,50049.0,90.96,-0.0722,2.0
2020-12-09,49256.0,91.09,-0.2458,2.0
2020-12-10,49081.0,90.82,-0.2458,2.0
2020-12-11,49306.0,90.98,0.3818,1.0
2020-12-14,48916.0,90.71,0.1565399999999999,5.0
2020-12-15,49416.0,90.47,0.1565399999999999,5.0
2020-12-16,49544.0,90.45,0.2827,4.0
2020-12-17,50263.0,89.82,0.2827,2.0
2020-12-18,50100.0,90.02,0.2827,1.0
2020-12-21,50146.0,90.04,0.2827,1.0
2020-12-22,49768.0,90.65,0.0129,2.0
2020-12-23,49909.0,90.41,0.0129,2.0
2020-12-24,49787.0,90.32,0.0129,1.0
2020-12-28,49761.0,90.34,-0.0105999999999999,2.0
2020-12-29,49722.0,89.99,0.28595,2.0
2020-12-30,49881.0,89.68,0.1591,2.0
2020-12-31,50081.0,89.94,0.0119999999999999,2.0
2021-01-01,50081.0,89.94,0.0119999999999999,2.0
2021-01-04,51349.0,89.87,0.0119999999999999,2.0
2021-01-05,51456.0,89.44,0.0119999999999999,2.0
2021-01-06,50545.0,89.53,0.0119999999999999,2.0
2021-01-07,50918.0,89.83,0.0119999999999999,2.0
2021-01-08,49035.0,90.1,0.0119999999999999,2.0
2021-01-11,49386.0,90.46,0.0119999999999999,2.0
2021-01-12,49098.0,90.09,0.0119999999999999,2.0
2021-01-13,49354.0,90.36,0.0119999999999999,2.0
2021-01-14,49238.0,90.24,0.0119999999999999,2.0
2021-01-15,48745.0,90.77,0.0119999999999999,2.0
2021-01-18,48918.0,90.76,0.0119999999999999,2.0
2021-01-19,49011.0,90.5,0.0119999999999999,2.0
2021-01-20,49528.0,90.47,0.0119999999999999,2.0
2021-01-21,49418.0,90.13,0.0119999999999999,2.0
2021-01-22,49131.0,90.24,0.0119999999999999,2.0
2021-01-25,49144.0,90.39,0.0119999999999999,2.0
2021-01-27,48879.0,90.65,0.0119999999999999,2.0
2021-01-28,48672.0,90.46,0.0119999999999999,2.0
2021-01-29,49111.0,90.58,0.0119999999999999,2.0
2021-02-01,48424.0,90.98,0.0119999999999999,2.0
2021-02-02,47752.0,91.2,0.0119999999999999,2.0
2021-02-03,47703.0,91.17,0.0119999999999999,2.0
2021-02-04,46695.0,91.53,0.0119999999999999,2.0
2021-02-05,46978.0,91.04,0.0119999999999999,2.0
2021-02-08,47726.0,90.93,0.0119999999999999,2.0
2021-02-09,47818.0,90.44,0.0119999999999999,2.0
2021-02-10,47863.0,90.37,0.0119999999999999,2.0
2021-02-11,47377.0,90.42,0.0119999999999999,2.0
2021-02-12,47169.0,90.48,0.0119999999999999,2.0
2021-02-15,47118.0,90.48,0.0119999999999999,2.0
2021-02-16,46777.0,90.51,0.0119999999999999,2.0
2021-02-17,46134.0,90.95,0.0119999999999999,2.0
2021-02-18,46046.0,90.59,0.0119999999999999,2.0
2021-02-19,46095.0,90.36,0.0119999999999999,2.0
2021-02-22,46782.0,90.01,0.0119999999999999,2.0
2021-02-23,46632.0,90.17,0.0119999999999999,2.0
2021-02-24,46369.0,90.18,0.0119999999999999,2.0
2021-02-25,46085.0,90.13,0.0119999999999999,2.0
2021-02-26,45569.0,90.88,0.0119999999999999,2.0
2021-03-01,45021.0,91.04,0.0119999999999999,2.0
2021-03-02,45224.0,90.79,0.0119999999999999,2.0
2021-03-03,44721.0,90.95,0.0119999999999999,2.0
2021-03-04,44581.0,91.63,0.0119999999999999,2.0
2021-03-05,44442.0,91.98,0.0119999999999999,2.0
2021-03-08,44233.0,92.31,0.0119999999999999,2.0
2021-03-09,44844.0,91.96,0.0119999999999999,2.0
2021-03-10,44774.0,91.82,0.0119999999999999,2.0
2021-03-11,44876.0,91.42,0.0119999999999999,2.0
2021-03-12,44737.0,91.68,0.0119999999999999,2.0
2021-03-15,44906.0,91.83,0.0119999999999999,2.0
2021-03-16,44820.0,91.86,0.0119999999999999,2.0
2021-03-17,44848.0,91.44,0.0119999999999999,2.0
2021-03-18,44942.0,91.86,0.0119999999999999,2.0
2021-03-19,45008.0,91.92,0.0119999999999999,2.0
2021-03-22,44885.0,91.74,0.0119999999999999,2.0
2021-03-23,44636.0,92.34,0.0119999999999999,2.0
2021-03-24,44841.0,92.53,0.0119999999999999,2.0
2021-03-25,44726.0,92.53,0.0119999999999999,2.0
2021-03-26,44629.0,92.77,0.0119999999999999,2.0
2021-03-29,43754.0,92.94,0.0119999999999999,2.0
2021-03-30,43941.0,93.3,0.0119999999999999,2.0
2021-03-31,44418.0,93.23,0.0119999999999999,2.0
2021-04-01,44957.0,92.93,0.0119999999999999,2.0
2021-04-05,44985.0,92.6,0.0119999999999999,2.0
2021-04-06,45685.0,92.33,0.0119999999999999,2.0
2021-04-07,46128.0,92.46,0.0119999999999999,2.0
2021-04-08,46576.0,92.06,0.0119999999999999,2.0
2021-04-09,46344.0,92.16,0.0119999999999999,2.0
2021-04-12,46188.0,92.14,0.0119999999999999,2.0
2021-04-13,46674.0,91.85,0.0119999999999999,2.0
2021-04-14,46317.0,91.69,0.0119999999999999,2.0
2021-04-15,46881.0,91.69,0.0119999999999999,2.0
2021-04-16,47022.0,91.56,0.0119999999999999,2.0
2021-04-19,47084.0,91.07,0.0119999999999999,2.0
2021-04-20,47498.0,91.24,0.0119999999999999,2.0
2021-04-21,47892.0,91.15,0.0119999999999999,2.0
2021-04-22,47426.0,91.33,0.0119999999999999,2.0
2021-04-23,47169.0,90.86,0.0119999999999999,2.0
2021-04-26,47117.0,90.81,0.0119999999999999,2.0
2021-04-27,46960.0,90.91,0.0119999999999999,2.0
2021-04-28,46697.0,90.61,0.0119999999999999,2.0
2021-04-29,46400.0,90.61,0.0119999999999999,2.0
2021-04-30,46431.0,91.28,0.0119999999999999,2.0
2021-05-03,46963.0,90.94,0.0119999999999999,2.0
2021-05-04,46782.0,91.29,0.0119999999999999,2.0
2021-05-05,46591.0,91.31,0.0119999999999999,2.0
2021-05-06,47536.0,90.95,0.0119999999999999,2.0
2021-05-07,47719.0,90.23,0.0119999999999999,2.0
2021-05-10,47925.0,90.21,0.0119999999999999,2.0
2021-05-11,47625.0,90.14,0.0119999999999999,2.0
2021-05-12,47491.0,90.71,0.0119999999999999,2.0
2021-05-13,47452.0,90.75,0.0119999999999999,2.0
2021-05-14,47682.0,90.32,0.0119999999999999,2.0
2021-05-17,48437.0,90.16,0.0119999999999999,2.0
2021-05-18,48288.0,89.75,0.0119999999999999,2.0
2021-05-19,48660.0,90.19,0.0119999999999999,2.0
2021-05-20,48519.0,89.81,0.0119999999999999,2.0
2021-05-21,48368.0,90.02,0.0119999999999999,2.0
2021-05-24,48514.0,89.84,0.0119999999999999,2.0
2021-05-25,48780.0,89.64,0.0119999999999999,2.0
2021-05-26,48728.0,90.04,0.0119999999999999,2.0
2021-05-27,48561.0,89.97,0.0119999999999999,2.0
2021-05-28,48543.0,90.03,0.0119999999999999,2.0
2021-05-31,48807.0,90.03,0.0119999999999999,2.0
2021-06-01,48935.0,89.83,0.0119999999999999,2.0
2021-06-02,49108.0,89.91,0.0119999999999999,2.0
2021-06-03,48293.0,90.51,0.0119999999999999,2.0
2021-06-04,48650.0,90.14,0.0119999999999999,2.0
2021-06-07,48911.0,89.95,0.0119999999999999,2.0
2021-06-08,48908.0,90.08,0.0119999999999999,2.0
2021-06-09,48904.0,90.12,0.0119999999999999,2.0
2021-06-10,48975.0,90.07,0.0119999999999999,2.0
2021-06-11,48717.0,90.56,0.0119999999999999,2.0
2021-06-14,48318.0,90.52,0.0119999999999999,2.0
2021-06-15,48230.0,90.54,0.0119999999999999,2.0
2021-06-16,48279.0,91.13,0.0119999999999999,2.0
2021-06-17,46781.0,91.89,0.0119999999999999,2.0
2021-06-18,46592.0,92.22,0.0119999999999999,2.0
2021-06-21,46904.0,91.9,0.0119999999999999,2.0
2021-06-22,46838.0,91.76,0.0119999999999999,2.0
2021-06-23,46921.0,91.8,0.0119999999999999,2.0
2021-06-24,46701.0,91.81,0.0119999999999999,2.0
2021-06-25,46757.0,91.85,0.0119999999999999,2.0
2021-06-28,46821.0,91.89,0.0119999999999999,2.0
2021-06-29,46438.0,92.05,0.0119999999999999,2.0
2021-06-30,46817.0,92.44,0.0119999999999999,2.0
2021-07-01,46985.0,92.6,0.0119999999999999,2.0
2021-07-02,47286.0,92.23,0.0119999999999999,2.0
2021-07-05,47567.0,92.21,0.0119999999999999,2.0
2021-07-06,47694.0,92.55,0.0119999999999999,2.0
2021-07-07,47887.0,92.64,0.0119999999999999,2.0
2021-07-08,47735.0,92.42,0.0119999999999999,2.0
2021-07-09,47898.0,92.13,0.0119999999999999,2.0
2021-07-12,47768.0,92.26,0.0119999999999999,2.0
2021-07-13,47887.0,92.75,0.0119999999999999,2.0
2021-07-14,48265.0,92.41,0.0119999999999999,2.0
2021-07-15,48358.0,92.62,0.0119999999999999,2.0
2021-07-16,48040.0,92.69,0.0119999999999999,2.0
2021-07-19,48069.0,92.89,0.0119999999999999,2.0
2021-07-20,47861.0,92.97,0.0119999999999999,2.0
2021-07-21,47584.0,92.75,0.0119999999999999,2.0
2021-07-22,47624.0,92.82,0.0119999999999999,2.0
2021-07-23,47521.0,92.91,0.0119999999999999,2.0
2021-07-26,47455.0,92.65,0.0119999999999999,2.0
2021-07-27,47551.0,92.43,0.0119999999999999,2.0
2021-07-28,47535.0,92.32,0.0119999999999999,2.0
2021-07-29,48210.0,91.86,0.0119999999999999,2.0
2021-07-30,47901.0,92.17,0.0119999999999999,2.0
2021-08-02,47937.0,92.05,0.0119999999999999,2.0
2021-08-03,47854.0,92.08,0.0119999999999999,2.0
2021-08-04,47872.0,92.27,0.0119999999999999,2.0
2021-08-05,47959.0,92.24,0.0119999999999999,2.0
2021-08-06,46682.0,92.8,0.0119999999999999,2.0
2021-08-09,45949.0,92.94,0.0119999999999999,2.0
2021-08-10,45936.0,93.06,0.0119999999999999,2.0
2021-08-11,46351.0,92.92,0.0119999999999999,2.0
2021-08-12,46335.0,93.04,0.0119999999999999,2.0
2021-08-13,46886.0,92.52,0.0119999999999999,2.0
2021-08-16,47138.0,92.63,0.0119999999999999,2.0
2021-08-17,47206.0,93.13,0.0119999999999999,2.0
2021-08-18,47069.0,93.14,0.0119999999999999,2.0
2021-08-19,47119.0,93.57,0.0119999999999999,2.0
2021-08-20,47110.0,93.5,0.0119999999999999,2.0
2021-08-23,47511.0,92.96,0.0119999999999999,2.0
2021-08-24,47532.0,92.89,0.0119999999999999,2.0
2021-08-25,47108.0,92.82,0.0119999999999999,2.0
2021-08-26,47163.0,93.06,0.0119999999999999,2.0
2021-08-27,47416.0,92.69,0.0119999999999999,2.0
2021-08-30,47049.0,92.65,0.0119999999999999,2.0
2021-08-31,47060.0,92.63,0.0119999999999999,2.0
2021-09-01,47093.0,92.45,0.0119999999999999,2.0
2021-09-02,47048.0,92.22,0.0119999999999999,2.0
2021-09-03,47342.0,92.04,0.0119999999999999,2.0
2021-09-06,47450.0,92.04,0.0119999999999999,2.0
2021-09-07,46989.0,92.51,0.0119999999999999,2.0
2021-09-08,47072.0,92.65,0.0119999999999999,2.0
2021-09-09,47021.0,92.48,0.0119999999999999,2.0
2021-09-10,46858.0,92.58,0.0119999999999999,2.0
2021-09-13,46946.0,92.68,0.0119999999999999,2.0
2021-09-14,47267.0,92.62,0.0119999999999999,2.0
2021-09-15,46949.0,92.55,0.0119999999999999,2.0
2021-09-16,46120.0,92.93,0.0119999999999999,2.0
2021-09-17,46025.0,93.19,0.0119999999999999,2.0
2021-09-20,46297.0,93.28,0.0119999999999999,2.0
2021-09-21,46641.0,93.2,0.0119999999999999,2.0
2021-09-22,46682.0,93.46,0.0119999999999999,2.0
2021-09-23,46083.0,93.03,0.0119999999999999,2.0
2021-09-24,45995.0,93.33,0.0119999999999999,2.0
2021-09-27,46064.0,93.38,0.0119999999999999,2.0
2021-09-28,45819.0,93.77,0.0119999999999999,2.0
2021-09-29,45550.0,94.34,0.0119999999999999,2.0
2021-09-30,46221.0,94.23,0.0119999999999999,2.0
2021-10-01,46315.0,94.04,0.0119999999999999,2.0
2021-10-04,46618.0,93.78,0.0119999999999999,2.0
2021-10-05,46459.0,93.97,0.0119999999999999,2.0
2021-10-06,46781.0,94.27,0.0119999999999999,2.0
2021-10-07,46737.0,94.22,0.0119999999999999,2.0
2021-10-08,46922.0,94.07,0.0119999999999999,2.0
2021-10-11,46941.0,94.32,0.0119999999999999,2.0
2021-10-12,47097.0,94.52,0.0119999999999999,2.0
2021-10-13,47753.0,94.08,0.0119999999999999,2.0
2021-10-14,47748.0,93.96,0.0119999999999999,2.0
2021-10-15,47106.0,93.94,0.0119999999999999,2.0
2021-10-18,47186.0,93.95,0.0119999999999999,2.0
2021-10-19,47196.0,93.73,0.0119999999999999,2.0
2021-10-20,47380.0,93.56,0.0119999999999999,2.0
2021-10-21,47314.0,93.77,0.0119999999999999,2.0
2021-10-22,47668.0,93.64,0.0119999999999999,2.0
2021-10-25,48030.0,93.81,0.0119999999999999,2.0
2021-10-26,47680.0,93.95,0.0119999999999999,2.0
2021-10-27,47804.0,93.8,0.0119999999999999,2.0
2021-10-28,47777.0,93.35,0.0119999999999999,2.0
2021-10-29,47502.0,94.12,0.3326,3.0
2021-11-01,47692.0,93.88,0.3326,3.0
2021-11-02,47683.0,94.09,0.3326,3.0
2021-11-03,46961.0,93.86,0.3326,3.0
2021-11-04,47559.0,94.35,0.3326,3.0
2021-11-05,47959.0,94.32,0.3326,3.0
2021-11-08,48025.0,94.05,0.3326,3.0
2021-11-09,48263.0,93.96,0.3326,3.0
2021-11-10,48857.0,94.85,0.3326,3.0
2021-11-11,49208.0,95.18,0.3326,3.0
2021-11-12,49277.0,95.13,0.3326,3.0
2021-11-15,49269.0,95.41,0.3326,3.0
2021-11-16,49038.0,95.92,-0.0282714285714285,7.0
2021-11-17,49262.0,95.83,-0.0282714285714285,2.0
2021-11-18,49047.0,95.54,-0.1252333333333333,3.0
2021-11-19,48829.0,96.03,-0.4215,1.0
2021-11-22,47963.0,96.55,0.3103,6.0
2021-11-23,47460.0,96.49,0.0258,2.0
2021-11-24,47469.0,96.88,0.0258,1.0
2021-11-25,47444.0,96.77,0.4466,1.0
2021-11-26,47610.0,96.09,-0.1495,2.0
2021-11-29,47613.0,96.34,-0.1495,2.0
2021-11-30,47439.0,95.99,-0.1495,2.0
2021-12-01,47525.0,96.03,0.0606749999999999,4.0
2021-12-02,47307.0,96.16,-0.0232999999999999,3.0
2021-12-03,47425.0,96.12,0.6369,1.0
2021-12-06,47787.0,96.33,-0.4559499999999999,2.0
2021-12-07,47922.0,96.37,-0.4559499999999999,2.0
2021-12-08,47900.0,95.89,0.2799,5.0
2021-12-09,47802.0,96.27,0.1250428571428571,7.0
2021-12-10,47993.0,96.1,-0.032,4.0
