date,avg_sentiment,news_count
2018-12-15,-0.1114,4
2018-12-16,-0.024105556,36
2018-12-17,-0.072672581,62
2018-12-18,-0.102646575,73
2018-12-19,-0.021621951,82
2018-12-20,0.035544578,83
2018-12-21,0.018219403,67
2018-12-22,0.087522222,9
2018-12-23,-0.108689655,29
2018-12-24,-0.128973684,19
2018-12-25,-0.189307692,26
2018-12-26,-0.010356522,23
2018-12-27,0.056332609,46
2018-12-28,5.2381e-05,42
2018-12-29,-0.2732,1
2018-12-30,-0.069916,25
2018-12-31,-0.01288,15
2019-01-01,-0.0783875,24
2019-01-02,-0.039877273,44
2019-01-03,-0.170549057,53
2019-01-04,-0.083385965,57
2019-01-05,-0.121066667,3
2019-01-06,-0.025140741,27
2019-01-07,-0.011366071,56
2019-01-08,0.098676744,43
2019-01-09,-0.071564179,67
2019-01-10,-0.023922549,102
2019-01-11,-0.049920896,67
2019-01-12,0.1181,6
2019-01-13,-0.094034286,35
2019-01-14,-0.042181967,61
2019-01-15,0.082046575,73
2019-01-16,-0.023071831,71
2019-01-17,0.030581159,69
2019-01-18,-0.044679412,68
2019-01-19,-0.028282143,28
2019-01-20,-0.022842857,42
2019-01-21,-0.077145763,59
2019-01-22,-0.01692619,84
2019-01-23,-0.059292857,84
2019-01-24,-0.008130864,81
2019-01-25,0.03676338,71
2019-01-26,-0.029690909,22
2019-01-27,-0.132237037,27
2019-01-28,-0.065493023,86
2019-01-29,0.014983333,72
2019-01-30,0.011605556,72
2019-01-31,0.036411607,112
2019-02-01,0.043349206,63
2019-02-02,-0.269133333,3
2019-02-03,-0.024172727,22
2019-02-04,0.007925,68
2019-02-05,-0.003954412,68
2019-02-06,0.025076119,67
2019-02-07,-0.042566667,84
2019-02-08,-0.069118421,38
2019-02-09,-0.115248,25
2019-02-10,-0.079088889,9
2019-02-11,0.046101887,53
2019-02-12,0.091457895,76
2019-02-13,0.066977528,89
2019-02-14,-0.010002326,86
2019-02-15,0.003405333,75
2019-02-16,0.053533333,6
2019-02-17,-0.059581481,27
2019-02-18,-0.017294595,37
2019-02-19,-0.04649375,80
2019-02-20,-0.049983099,71
2019-02-21,-0.045882716,81
2019-02-22,-0.019229091,55
2019-02-23,-0.011785714,28
2019-02-24,0.019412121,33
2019-02-25,-0.067531944,72
2019-02-26,-0.052351163,86
2019-02-27,0.059101299,77
2019-02-28,-0.020411538,78
2019-03-01,0.016450685,73
2019-03-02,0.006,6
2019-03-03,-0.028994118,34
2019-03-04,-0.071749057,53
2019-03-05,-0.060821795,78
2019-03-06,-0.085113483,89
2019-03-07,0.014275806,62
2019-03-08,-0.052419231,52
2019-03-09,-0.005531034,29
2019-03-10,-0.090292857,14
2019-03-11,-0.024934,100
2019-03-12,-0.043196078,102
2019-03-13,-0.088197321,112
2019-03-14,-0.037807477,107
2019-03-15,-0.06327069,58
