Date,Gold_USD,DXY,avg_sentiment,news_count
2025-03-25,87566,104.18,0.0,0.0
2025-03-26,87506,104.55,0.0,0.0
2025-03-27,88213,104.33,0.0,0.0
2025-03-28,88759,104.04,0.0,0.0
2025-03-31,90138,104.21,0.0,0.0
2025-04-01,90409,104.26,0.0,0.0
2025-04-02,90364,103.81,0.0,0.0
2025-04-03,89763,102.07,0.0,0.0
2025-04-04,87940,103.02,0.0,0.0
2025-04-07,86819,103.26,0.0,0.0
2025-04-08,87449,102.96,0.0,0.0
2025-04-09,89489,102.9,0.0,0.0
2025-04-10,91646,100.87,0.0,0.0
2025-04-11,93280,100.1,0.0,0.0
2025-04-14,92835,99.64,0.0,0.0
2025-04-15,93071,100.21,0.0,0.0
2025-04-16,95163,99.38,0.0,0.0
2025-04-17,94784,99.38,0.0,0.0
2025-04-21,96800,98.28,0.0,0.0
2025-04-22,97057,98.92,0.0,0.0
2025-04-23,94530,99.84,0.0,0.0
2025-04-24,95807,99.38,0.0,0.0
2025-04-25,95071,99.47,0.0,0.0
2025-04-28,96159,99.01,0.0,0.0
2025-04-29,95559,99.24,0.0,0.0
2025-04-30,94718,99.47,0.0,0.0
2025-05-01,92382,100.25,0.0,0.0
2025-05-02,92692,100.03,0.0,0.0
2025-05-05,94667,99.83,0.0,0.0
2025-05-06,97460,99.24,0.0,0.0
2025-05-07,97065,99.61,0.0,0.0
2025-05-08,96153,100.64,0.0,0.0
2025-05-09,96490,100.34,0.0,0.0
2025-05-12,92948,101.79,0.0,0.0
2025-05-13,93659,101.0,0.0,0.0
2025-05-14,92305,101.04,0.0,0.0
2025-05-15,93155,100.88,0.0,0.0
2025-05-16,92443,101.09,0.0,0.0
2025-05-19,93314,100.43,0.0,0.0
2025-05-20,94761,100.12,0.0,0.0
2025-05-21,95473,99.56,0.0,0.0
2025-05-22,95461,99.96,0.0,0.0
2025-05-23,96210,99.11,0.0,0.0
2025-05-26,95814,99.11,0.0,0.0
2025-05-27,95055,99.52,0.0,0.0
2025-05-28,95177,99.88,0.0,0.0
2025-05-29,95295,99.28,0.0,0.0
2025-05-30,94712,99.33,0.0,0.0
2025-06-02,97393,98.71,0.0,0.0
2025-06-03,97208,99.23,0.0,0.0
2025-06-04,97973,98.79,0.0,0.0
2025-06-05,97415,98.74,0.0,0.0
2025-06-06,96645,99.19,0.0,0.0
2025-06-09,96703,98.94,0.0,0.0
2025-06-10,96442,99.1,0.0,0.0
2025-06-11,96267,98.63,0.0,0.0
2025-06-12,97786,97.92,0.0,0.0
2025-06-13,99555,98.18,0.0,0.0
2025-06-16,98594,98.0,0.0,0.0
2025-06-17,98911,98.82,0.0,0.0
2025-06-18,99045,98.9,0.0,0.0
2025-06-19,98868,98.9,0.0,0.0
2025-06-20,98574,98.71,0.0,0.0
2025-06-23,98852,98.42,0.0,0.0
2025-06-24,96521,97.86,0.0,0.0
2025-06-25,96760,97.68,0.0,0.0
2025-06-26,96452,97.15,0.0,0.0
2025-06-27,94908,97.4,0.0,0.0
2025-06-30,95678,96.88,0.0,0.0
2025-07-01,97239,96.82,0.0,0.0
2025-07-02,97351,96.78,0.0,0.0
2025-07-03,96801,97.18,0.0,0.0
2025-07-04,96967,96.96,0.0,0.0
2025-07-07,97231,97.48,0.0,0.0
2025-07-08,96485,97.52,0.0,0.0
2025-07-09,96451,97.56,0.0,0.0
2025-07-10,96678,97.65,0.0,0.0
2025-07-11,97759,97.85,0.0,0.0
2025-07-14,97749,98.08,0.0,0.0
2025-07-15,97214,98.62,0.0,0.0
2025-07-16,97758,98.39,0.0,0.0
2025-07-17,97454,98.73,0.0,0.0
2025-07-18,97965,98.48,0.0,0.0
2025-07-21,99217,97.85,0.0,0.0
2025-07-22,100168,97.39,0.0,0.0
2025-07-23,99304,97.21,0.0,0.0
2025-07-24,98668,97.38,0.0,0.0
2025-07-25,97842,97.64,0.0,0.0
2025-07-28,97505,98.63,0.0,0.0
2025-07-29,98125,98.89,0.0,0.0
2025-07-30,98003,99.82,0.0,0.0
2025-07-31,98358,99.97,0.0,0.0
2025-08-01,99240,99.14,0.0,0.0
2025-08-04,100607,98.78,0.0,0.0
2025-08-05,100765,98.78,0.0,0.0
2025-08-06,100687,98.18,0.0,0.0
2025-08-07,100835,98.4,0.0,0.0
2025-08-08,101212,98.18,0.0,0.0
2025-08-11,99785,98.52,0.0,0.0
2025-08-12,99620,98.1,0.0,0.0
2025-08-13,99656,97.84,0.0,0.0
2025-08-14,99362,98.25,0.0,0.0
2025-08-18,99020,98.17,0.0,0.0
2025-08-19,98359,98.26,0.0,0.0
2025-08-20,98903,98.22,0.0,0.0
2025-08-21,99035,98.62,0.0,0.0
2025-08-22,99857,97.72,0.0,0.0
2025-08-25,100118,98.43,0.0,0.0
2025-08-26,100531,98.22,0.0,0.0
2025-08-27,100967,98.23,0.0,0.0
2025-08-28,101481,97.81,0.0,0.0
2025-08-29,103164,97.77,0.0,0.0
2025-09-01,103904,97.77,0.0,0.0
2025-09-02,105695,98.4,0.0,0.0
2025-09-03,107080,98.14,0.0,0.0
2025-09-04,106310,98.35,0.0,0.0
2025-09-05,107605,97.77,0.0,0.0
2025-09-08,108393,97.45,0.0,0.0
2025-09-09,108907,97.79,0.0,0.0
2025-09-10,108884,97.78,0.0,0.0
2025-09-11,108870,97.53,0.0,0.0
2025-09-12,109237,97.55,0.0,0.0
2025-09-15,110045,97.3,0.0,0.0
2025-09-16,110040,96.63,0.0,0.0
2025-09-17,109692,96.87,0.0,0.0
2025-09-18,108951,97.35,0.0,0.0
2025-09-19,109715,97.64,0.0,0.0
2025-09-22,112070,97.34,0.0,0.0
2025-09-23,113715,97.26,0.0,0.0
2025-09-24,112475,97.87,0.0,0.0
2025-09-25,112606,98.55,0.0,0.0
2025-09-26,113664,98.15,0.0,0.0
2025-09-29,115734,97.91,0.0,0.0
2025-09-30,116573,97.78,0.0,0.0
2025-10-01,116968,97.71,0.0,0.0
2025-10-03,117370,97.72,0.0,0.0
2025-10-06,119524,98.11,0.0,0.0
2025-10-07,120354,98.58,0.0,0.0
2025-10-08,122542,98.92,0.0,0.0
2025-10-09,119869,99.54,0.0,0.0
2025-10-10,120727,98.98,0.0,0.0
2025-10-13,123964,99.27,0.0,0.0
2025-10-14,125753,99.05,0.0,0.0
2025-10-15,126641,98.79,0.0,0.0
2025-10-16,128735,98.34,0.0,0.0
2025-10-17,125951,98.43,0.0,0.0
2025-10-20,129493,98.59,0.0,0.0
2025-10-21,127365,98.93,0.0,0.0
2025-10-22,121069,98.9,0.0,0.0
2025-10-23,123305,98.94,0.0,0.0
2025-10-24,122549,98.95,0.0,0.0
2025-10-27,120002,98.78,0.0,0.0
2025-10-28,118699,98.67,0.0,0.0
2025-10-29,119424,99.22,0.0,0.0
2025-10-30,120251,99.53,0.0,0.0
2025-10-31,121209,99.8,0.0,0.0
2025-11-03,121415,99.87,0.0,0.0
2025-11-04,119830,100.22,0.0,0.0
2025-11-05,120494,100.2,0.0,0.0
2025-11-06,120587,99.73,0.0,0.0
2025-11-07,121056,99.6,0.0,0.0
2025-11-10,123897,99.59,0.0,0.0
2025-11-11,123897,99.44,0.0,0.0
2025-11-12,126363,99.5,0.0,0.0
2025-11-13,126668,99.16,0.0,0.0
2025-11-14,123454,99.3,0.0,0.0
2025-11-17,122789,99.59,0.0,0.0
2025-11-18,122591,99.55,0.0,0.0
2025-11-19,122904,100.23,0.0,0.0
2025-11-20,122578,100.16,0.0,0.0
2025-11-21,123849,100.18,0.0,0.0
2025-11-24,123614,100.14,0.0,0.0
2025-11-25,124916,99.66,0.0,0.0
2025-11-26,125674,99.6,0.0,0.0
2025-11-27,125465,99.6,0.0,0.0
2025-11-28,126943,99.44,0.0,0.0
2025-12-01,128034,99.41,0.0,0.0
2025-12-02,128666,99.36,0.0,0.0
2025-12-03,129305,98.85,0.0,0.0
2025-12-04,128894,98.99,0.0,0.0
2025-12-05,129206,98.99,0.0,0.0
2025-12-08,128736,99.09,0.0,0.0
2025-12-09,128853,99.22,0.0,0.0
2025-12-10,128500,98.79,0.0,0.0
2025-12-11,130905,98.35,0.0,0.0
2025-12-12,131645,98.4,0.0,0.0
